id,ru,en,info
3447,забо́титься,"to take care of, to look after, to care","нсв (забо́чусь, забо́тишься) нсв II — позабо́титься (позабо́чусь, позабо́тишься) св II"
3487,забо́титься,"to take care of, to look after, to care","нсв (забо́чусь, забо́тишься) нсв II — позабо́титься (позабо́чусь, позабо́тишься) св II"
3448,забо́тливый,careful; cherishingly,"(-ая, -ое, -ые); забо́тливо"
3488,забо́тливый,careful; cherishingly,"(-ая, -ое, -ые); забо́тливо"
3449,забыва́ть,to forget,"забы́ть, св I (забу́ду, забу́дешь)"
3489,забыва́ть,to forget,"забы́ть, св I (забу́ду, забу́дешь)"
3450,зава́ривать,to brew — to brew tea,нсв I — завари́ть св II — завари́ть чай
3490,зава́ривать,to brew — to brew tea,нсв I — завари́ть св II — завари́ть чай
3451,завеща́ние,last will,
3491,завеща́ние,last will,
3452,зави́довать,to envy,"(зави́дую, зави́дуешь) нсв I — позави́довать
(позави́дую, позави́дуешь) св I"
3492,зави́довать,to envy,"(зави́дую, зави́дуешь) нсв I — позави́довать
(позави́дую, позави́дуешь) св I"
3453,зави́сеть,to depend on,"нсв (зави́шу, зави́сишь)"
3493,зави́сеть,to depend on,"нсв (зави́шу, зави́сишь)"
3454,за́висть,envy,ж.р. только ед.ч.
3494,за́висть,envy,ж.р. только ед.ч.
3455,заво́д,factory,
3495,заво́д,factory,
3456,заводи́ть,"to bring, to lead, to wind up, to acquire
1) to lead in the forest
2) to wind up clock
3) to acquire a dog","(завожу́, заво́дишь) нсв II — завести́ (заведу́, заведёшь) св I
1) кого? куда? — завести́ в лес
2) что? — заводи́ть часы́
3) кого? — завести́ соба́ку"
3496,заводи́ть,"to bring, to lead, to wind up, to acquire
1) to lead in the forest
2) to wind up clock
3) to acquire a dog","(завожу́, заво́дишь) нсв II — завести́ (заведу́, заведёшь) св I
1) кого? куда? — завести́ в лес
2) что? — заводи́ть часы́
3) кого? — завести́ соба́ку"
3457,завоёвывать,"to conquer, to win","нсв I — завоева́ть (завою́ю, завою́ешь) св I"
3497,завоёвывать,"to conquer, to win","нсв I — завоева́ть (завою́ю, завою́ешь) св I"
3458,завора́чивать,to turn,нсв I — заверну́ть св I
3498,завора́чивать,to turn,нсв I — заверну́ть св I
3459,за́втра,tomorrow,
3499,за́втра,tomorrow,
3460,за́втрак,breakfast,сущ.
3500,за́втрак,breakfast,сущ.
3461,за́втракать,to take breakfast,"гл., св I поза́втракать"
3501,за́втракать,to take breakfast,"гл., св I поза́втракать"
3462,за́втрашний,tomorrow,"(-яя, -ее, -ие)"
3502,за́втрашний,tomorrow,"(-яя, -ее, -ие)"
3463,завя́зывать,"to tie up, to wrap up
1) to tie necktie
2) to wrap a sore finger
3) to strike up an acquaintance","нсв I — завяза́ть (завяжу́, завя́жешь) св I
1) завяза́ть га́лстук
2) завяза́ть больно́й па́лец
3) завя́зывать знако́мство"
3503,завя́зывать,"to tie up, to wrap up
1) to tie necktie
2) to wrap a sore finger
3) to strike up an acquaintance","нсв I — завяза́ть (завяжу́, завя́жешь) св I
1) завяза́ть га́лстук
2) завяза́ть больно́й па́лец
3) завя́зывать знако́мство"
3464,зага́дка,"riddle, mystery",р.п. мн.ч. зага́док
3504,зага́дка,"riddle, mystery",р.п. мн.ч. зага́док
3465,зага́дочный,mysterious; mysteriously,"(-ая, -ое, -ые); зага́дочно"
3505,зага́дочный,mysterious; mysteriously,"(-ая, -ое, -ые); зага́дочно"
3466,за́говор,"conspiracy, plot",
3506,за́говор,"conspiracy, plot",
3467,заголо́вок,headline,р.п. заголо́вка; мн.ч. заголо́вки
3507,заголо́вок,headline,р.п. заголо́вка; мн.ч. заголо́вки
3468,загора́ть,"to tan, to become sunburnt",нсв I — загоре́ть св II
3508,загора́ть,"to tan, to become sunburnt",нсв I — загоре́ть св II
3469,загоре́лый,sunburnt,"(-ая, -ое, -ые)"
3509,загоре́лый,sunburnt,"(-ая, -ое, -ые)"
3470,заграни́чный,foreign,"(-ая, -ое, -ые)"
3510,заграни́чный,foreign,"(-ая, -ое, -ые)"
3471,загрязне́ние,pollution — environmental pollution,(загрязне́ние окружа́ющей среды́)
3511,загрязне́ние,pollution — environmental pollution,(загрязне́ние окружа́ющей среды́)
3472,загрязня́ть,"to pollute, to dirty, to soil",нсв I — загрязни́ть св II
3512,загрязня́ть,"to pollute, to dirty, to soil",нсв I — загрязни́ть св II
3473,зада́ние,task,
3513,зада́ние,task,
3474,зада́ть,"to set, to put — to put question, to give — to give a task","св (зада́м, зада́шь)  — зада́ть вопро́с, зада́ть зада́ние, нсв задава́ть"
3514,зада́ть,"to set, to put — to put question, to give — to give a task","св (зада́м, зада́шь)  — зада́ть вопро́с, зада́ть зада́ние, нсв задава́ть"
3475,зада́ча,"problem, task, exercise: 
1) exercise in physics;
2) governmental tasks","1) зада́ча по фи́зике;
2) зада́чи госуда́рства"
3515,зада́ча,"problem, task, exercise: 
1) exercise in physics;
2) governmental tasks","1) зада́ча по фи́зике;
2) зада́чи госуда́рства"
3476,заду́маться,"to think, to muse",св I
3516,заду́маться,"to think, to muse",св I
3478,зажига́лка,lighter,р.п. мн.ч. зажига́лок
3518,зажига́лка,lighter,р.п. мн.ч. зажига́лок
3477,зажига́ть,"to light, to set on fire","нсв I — заже́чь (зажгу́, зажжёшь, зажгу́т) св I"
3517,зажига́ть,"to light, to set on fire","нсв I — заже́чь (зажгу́, зажжёшь, зажгу́т) св I"
3479,заинтересова́ть,"to interest, to awake interest","(заинтересу́ю, заинтересу́ешь) св I"
3519,заинтересова́ть,"to interest, to awake interest","(заинтересу́ю, заинтересу́ешь) св I"
3480,заинтересова́ться,to take interest in,"(заинтересу́юсь, заинтересу́ешься) св I"
3520,заинтересова́ться,to take interest in,"(заинтересу́юсь, заинтересу́ешься) св I"
3481,зака́зывать,to order,"нсв I — заказа́ть (закажу́, зака́жешь) св I"
3521,зака́зывать,to order,"нсв I — заказа́ть (закажу́, зака́жешь) св I"
3362,запреща́ть,to forbid,"нсв I — запрети́ть св (запрещу́, запрети́шь) + инф."
3363,зараба́тывать,to earn,нсв I — зарабо́тать св I
3364,заража́ть,to infect,"(заража́ю, заража́ешь) нсв I — зарази́ть (заражу́, зарази́шь) св II"
3365,заража́ться,"to catch, to get (an illness)","нсв I — зарази́ться (заражу́сь, зарази́шься) св II"
3366,зара́нее,in advance,
3367,зарпла́та,salary,
3368,зарубе́жный,foreign,"(-ая, -ое, -ые)"
3369,заседа́ние,"sitting, meeting",
3370,засмея́ться,to begin to laugh,"св (засмею́сь, засмеёшься)"
3371,засмотре́ться,to be carried away (by the sight of),св II
3372,застёгивать,"to button up, to hook up, to clasp",нсв I — застегну́ть св I
3373,застёгиваться,to fasten,нсв I — застегну́ться св I
3374,засыпа́ть,to fall asleep,нсв I — засну́ть св I
3375,зате́м,after,
3376,заходи́ть,"to call, to drop in","нсв (захожу́, захо́дишь) — зайти́ (зайду́, зайдёшь; прош.вр. зашёл, зашла́, зашли́) св"
3377,захоте́ть,"to want, to wish","св (захочу́, захо́чешь) + инф."
3378,заче́м,what for,
3379,зачёт,test,
3380,зачи́тываться,to be absorbed in a book,нсв I — зачита́ться св I
3382,защи́тник,"defender, protector",
3381,защища́ть,to defend,"нсв I — защити́ть св (защищу́, защити́шь)"
3383,заявле́ние,statement,
3384,заявля́ть,"to declare, to announce, to claim","нсв I — заяви́ть (заявлю́, зая́вишь) св II"
3385,за́яц,hare,р.п. ед.ч. за́йца; мн.ч. за́йцы
3386,звать 1,to call — His name is Andrew.,только нсв I — Его́  зову́т Андре́й.
3387,звать 2,to call,"нсв (зову́, зовёшь) — позва́ть (позову́, позовёшь) св"
3388,звезда́,star,
3389,зверь,"animal, beast",
3390,звони́ть,"to ring, to call",позвони́ть св II
3391,звоно́к,bell,р.п. ед. ч. звонка́
3392,звук,sound,
3393,звуча́ть,to sound,нсв II — прозвуча́ть св II
3394,зда́ние,building,
3395,здесь,here,
3396,здоро́в,healthy,"(-а, -о, -ы) кр.ф., прил. здоро́вый (-ая, -ое, -ые)"
3397,здоро́ваться,to greet,нсв I — поздоро́ваться св I
3398,здоро́вый,healthy,"(-ая, -ое, -ые)"
3399,здоро́вье,healt,только ед.ч.
3400,здра́вствуй(те),hello,
3401,зева́ть,to yawn,нсв I — зевну́ть св I
3323,зелёный,green,"(-ая, -ое, -ые)"
3322,зе́лень,greens — Buy greens — parsley and dill.,ж.р. только ед.ч. — Купи́ зе́лень — петру́шку и укро́п.
3324,землетрясе́ние,earthquake,
3325,земля́,"earth, ground 
1)planet Earth
2) to plant a flower in the ground","р.п. мн. ч. земе́ль
1) только ед.ч. — плане́та Земля́
2) посади́ть цвето́к в зе́млю"
3326,земно́й,"earthly, terrain","(-ая, -ое, -ые)"
3327,зе́ркало,mirror,
3328,зима́,winter,"прил. зи́мний (-яя, -ее, -ие)"
